CUENTA,CUENTA,SUBCUENTA,AUTOMAT1,AUTOMAT2,MONEDA,TIPOANALISIS,TIPO CUENTA,TIPO,NIVEL,CUENTA BALANCE COMPARATIVO,AJUSTE CON VERSION CAMBIO,CONVERSION MONEDA
2193,PRODUCTOS AGROPECUARIOS Y PICICOLAS TERMINADOS,219,          ,          ,1,0,1,1,3,0,1,1
2194,PRODUCTOS INMUEBLES,219,          ,          ,1,0,1,1,3,0,1,1
2195,EXISTENCIAS DE SERVICIOS TERMINADOS,219,          ,          ,1,0,1,1,3,0,1,1
2197,OTROS PRODUCTOS TERMINADOS,219,          ,          ,1,0,1,1,3,0,1,1
2198,COSTO DE FIANCIACION - PRODUCTOS TERMINADOS,219,          ,          ,1,0,1,1,3,0,1,1
22,SUBPRODUCTOS- DESECHOS Y DESPERDICIOS,2,          ,          ,1,0,1,1,1,0,1,1
221,SUBPRODUCTOS,22,          ,          ,1,0,1,1,2,0,1,1
95432001,ARBITRIOS,95432,64320001,79110001,1,0,1,3,5,0,1,1
222,DESECHOS Y DESPERDICIOS,22,          ,          ,1,0,1,1,2,0,1,1
229,SUBPRODUCTOS- DESECHOS Y DESPERDICIOS DESVALORIZADOS,22,          ,          ,1,0,1,1,2,0,1,1
2291,SUBPRODUCTOS,229,          ,          ,1,0,1,1,3,0,1,1
2292,DESECHOS Y DESPERDICIOS,229,          ,          ,1,0,1,1,3,0,1,1
23,PRODUCTOS EN PROCESO,2,          ,          ,1,0,1,1,1,0,1,1
231,PRODUCTOS EN PROCESO DE MANUFACTURA,23,          ,          ,1,0,1,1,2,0,1,1
95431001,IMPUESTO PREDIAL,95431,64310001,79110001,1,0,1,3,5,0,1,1
232,PRODUCTOS EXTRAIDOS EN PROCESO DE TRANSFORMACION,23,          ,          ,1,0,1,1,2,0,1,1
233,PRODUCTOS AGROPECUARIOS Y PISICOLAS EN PROCESO,23,          ,          ,1,0,1,1,2,0,1,1
2331,DE ORIGEN ANIMAL,233,          ,          ,1,0,1,1,3,0,1,1
23311,COSTO,2331,          ,          ,1,0,1,1,4,0,1,1
95419001,OTROS TRIBUTOS,95419,64190001,79110001,1,0,1,3,5,0,1,1
23312,VALOR RAZONABLE,2331,          ,          ,1,0,1,1,4,0,1,1
2332,DE ORIGEN VEGETAL,233,          ,          ,1,0,1,1,3,0,1,1
23321,COSTO,2332,          ,          ,1,0,1,1,4,0,1,1
95413001,IMPUESTO TEMPORAL A LOS ACTIVOS NETOS,95413,64130001,79110001,1,0,1,3,5,0,1,1
23322,VALOR RAZONABLE,2332,          ,          ,1,0,1,1,4,0,1,1
234,PRODUCTOS INMUEBLES EN PROCESO,23,          ,          ,1,0,1,1,2,0,1,1
2341,CONSTRUCCIONES EN PROCESO,234,          ,          ,1,0,1,1,3,0,1,1
95412001,I.T.F.,95412,64120001,79110001,1,0,1,3,5,0,1,1
95411001,IMPUESTO GENERAL A LAS VENTAS,95411,64110001,79110001,1,0,1,3,5,0,1,1
95392001,SERVICIO DE ANALISIS,95392,63920001,79110001,1,0,1,3,5,0,1,1
95391001,GASTOS BANCARIOS,95391,63910001,79110001,1,0,1,3,5,0,1,1
95381001,SERVICIOS DE PERSONAL,95381,63810001,79110001,1,0,1,3,5,0,1,1
95373001,GASTOS DE REPRESENTACION,95373,63730001,79110001,1,0,1,3,5,0,1,1
95372001,PUBLICACIONES,95372,63720001,79110001,1,0,1,3,5,0,1,1
235,EXISTENCIAS DE SERVICIOS EN PROCESO,23,          ,          ,1,0,1,1,2,0,1,1
2351001,COSTO DE SERVICIOS,2351,          ,          ,1,0,1,3,4,0,1,1
237,OTROS PRODUCTOS EN PROCESO,23,          ,          ,1,0,1,1,2,0,1,1
238,COSTO DE FIANCIACION - PRODUCTOS EN PROCESO,23,          ,          ,1,0,1,1,2,0,1,1
239,PRODUCTOS EN PROCESO DESVALORIZADOS,23,          ,          ,1,0,1,1,2,0,1,1
2391,PRODUCTOS EN PROCESO  DE MANUFACTURAS,239,          ,          ,1,0,1,1,3,0,1,1
2393,PRODUCTOS AGROPECUARIOS Y PISCICOLAS EN PROCESO,239,          ,          ,1,0,1,1,3,0,1,1
2394,PRODUCTOS DE INMUEBLES EN PROCESO,239,          ,          ,1,0,1,1,3,0,1,1
2395,EXISTENCIAS DE SERVICIOS EN PROCESO,239,          ,          ,1,0,1,1,3,0,1,1
2397,OTROS PRODUCTOS EN PROCESO,239,          ,          ,1,0,1,1,3,0,1,1
2398,COSTO DE FINANCIACION - PRODUCTOS EN PROCESO,239,          ,          ,1,0,1,1,3,0,1,1
24,MATERIA PRIMA,2,          ,          ,1,0,1,1,1,0,1,1
241,MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS,24,          ,          ,1,0,1,1,2,0,1,1
241001,MATERIAS PRIMAS,241,          ,          ,1,0,1,3,3,0,1,1
95371001,PUBLICIDAD,95371,63710001,79110001,1,0,1,3,5,0,1,1
242,MATERIAS PRIMAS PARA PRODUCTOS DE EXTRACCION,24,          ,          ,1,0,1,1,2,0,1,1
243,MATERIAS PRIMAS PARA PRODUCTOS AGROPECUARIOS  Y PISCICOLAS,24,          ,          ,1,0,1,1,2,0,1,1
2431,MATERIAS PRIMAS PARA PRODUCTOS AGROPECUARIOS  Y PISCICOLAS,243,          ,          ,1,0,1,1,3,0,1,1
95367001,CABLE,95367,63670001,79110001,1,0,1,3,5,0,1,1
95366001,RADIO NEXTEL,95366,63660001,79110001,1,0,1,3,5,0,1,1
244,MATERIA PRIMA PARA PRODUCTOS INMUEBLES,24,          ,          ,1,0,1,1,2,0,1,1
95365001,INTERNET,95365,63650001,79110001,1,0,1,3,5,0,1,1
95364001,TELEFONOS Y CELULARES,95364,63640001,79110001,1,0,1,3,5,0,1,1
95363001,AGUA - OFICINA ADMINISTRATIVA,95363,63630001,79110001,1,0,1,3,5,0,1,1
95361001,ENERGIA ELECTRICA,95361,63610001,79110001,1,0,1,3,5,0,1,1
95356001,ALQUILER DE EQUIPOS DIVERSOS,95356,63560001,79110001,1,0,1,3,5,0,1,1
95354001,ALQUILER DE EQUIPOS DE TRANSPORTE,95354,63540001,79110001,1,0,1,3,5,0,1,1
95353001,ALQUILER DE MAQUINARIA Y EQUIPO,95353,63530001,79110001,1,0,1,3,5,0,1,1
95352001,ALQUILER DE EDIFICACIONES,95352,63520001,79110001,1,0,1,3,5,0,1,1
95351001,ALQUILER DE TERRENOS,95351,63510001,79110001,1,0,1,3,5,0,1,1
95343001,INSTALACIONES ELECTRICAS,95343,63430001,79110001,1,0,1,3,5,0,1,1
95343002,MANTENIMIENTO DE VEHICULO,95343,63430001,79110001,1,0,1,3,5,0,1,1
95343003,MANTENIMIENTO DE EQUIPOS,95343,63430001,79110001,1,0,1,3,5,0,1,1
248,AJUSTE POR CORRECCION MONETARIA,24,          ,          ,1,0,1,1,2,0,1,1
249,MATERIAS PRIMAS DESVALORIZADAS,24,          ,          ,1,0,1,1,2,0,1,1
2491,MATERIA PRIMA PARA PRODUCTOS MANUFACTURADOS,249,          ,          ,1,0,1,1,3,0,1,1
2492,MATERIAS PRIMAS PARA PRODUCTOS DE EXTRACCION,249,          ,          ,1,0,1,1,3,0,1,1
2493,MATERIAS PRIMAS PARA PRODUCTOS AGROPECUARIOS  Y PISCICOLAS,249,          ,          ,1,0,1,1,3,0,1,1
2494,MATERIA PRIMA PARA PRODUCTOS INMUEBLES,249,          ,          ,1,0,1,1,3,0,1,1
25,MATERIALES AUXILIARES- SUMINISTROS Y REPUESTOS,2,          ,          ,1,0,1,1,1,0,1,1
251,MATERIALES AUXILIARES,25,          ,          ,1,0,1,1,2,0,1,1
252,SUMINISTROS,25,          ,          ,1,0,1,1,2,0,1,1
2521,COMBUSTIBLE,252,          ,          ,1,0,1,1,3,0,1,1
95341001,MANTENIMIENTO DE EDIFICIO,95341,63410001,79110001,1,0,1,3,5,0,1,1
2522,LUBRICANTES,252,          ,          ,1,0,1,1,3,0,1,1
95331001,TRABAJO DE TERCEROS,95331,63310001,79110001,1,0,1,3,5,0,1,1
2523,ENERGIA,252,          ,          ,1,0,1,1,3,0,1,1
95331002,SERVICIO DE COBRANZAS,95331,63310002,79110001,1,0,1,3,5,0,1,1
2524,OTROS SUMINISTROS,252,          ,          ,1,0,1,1,3,0,1,1
95317001,ESTACIONAMIENTO,95317,63170001,79110001,1,0,1,3,5,0,1,1
253,REPUESTOS,25,          ,          ,1,0,1,1,2,0,1,1
259,MATERIALES AUXILIARES- SUMINISTROS Y REPUESTOS DESVALORIZADOS,25,          ,          ,1,0,1,1,2,0,1,1
2591,MATERIALES AUXILIARES,259,          ,          ,1,0,1,1,3,0,1,1
2592,SUMINISTROS,259,          ,          ,1,0,1,1,3,0,1,1
2593,REPUESTOS,259,          ,          ,1,0,1,1,3,0,1,1
26,ENVASES Y EMBALAJES,2,          ,          ,1,0,1,1,1,0,1,1
261,ENVASES,26,          ,          ,1,0,1,1,2,0,1,1
26100001,ENVASES,261,          ,          ,1,0,1,3,3,0,1,1
262,EMBALAJES,26,          ,          ,1,0,1,1,2,0,1,1
263,LENCERIA,26,          ,          ,1,0,1,1,2,0,1,1
264,MENAJE Y UTENSILIOS,26,          ,          ,1,0,1,1,2,0,1,1
268,AJUSTE POR CORRECCION MONETARIA,26,          ,          ,1,0,1,1,2,0,1,1
269,ENVASES Y EMBALAJES DESVALORIZADOS,26,          ,          ,1,0,1,1,2,0,1,1
2691,ENVASES,269,          ,          ,1,0,1,1,3,0,1,1
2692,EMBALAJES,269,          ,          ,1,0,1,1,3,0,1,1
27,ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA,2,          ,          ,1,0,1,1,1,0,1,1
271,INVERSIONES INMOBILIARIAS,27,          ,          ,1,0,1,1,2,0,1,1
2711,TERRENOS,271,          ,          ,1,0,1,1,3,0,1,1
2712,EDIFICACIONES,271,          ,          ,1,0,1,1,3,0,1,1
272,INMUEBLES MAQUINARIA Y EQUIPO,27,          ,          ,1,0,1,1,2,0,1,1
2721,TERRENOS,272,          ,          ,1,0,1,1,3,0,1,1
2722,EDIFICACIONES,272,          ,          ,1,0,1,1,3,0,1,1
2723,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,272,          ,          ,1,0,1,1,3,0,1,1
2724,EQUIPOS DE TRANSPORTE,272,          ,          ,1,0,1,1,3,0,1,1
2725,MUEBLES Y ENSERES,272,          ,          ,1,0,1,1,3,0,1,1
2726,EQUIPOS DIVERSOS,272,          ,          ,1,0,1,1,3,0,1,1
2727,HERRAMIENTAS Y UNIDADES DE TRANSPORTE,272,          ,          ,1,0,1,1,3,0,1,1
273,INTANGIBLES,27,          ,          ,1,0,1,1,2,0,1,1
2731,CONCECIONES- LICENCIAS Y DERECHOS,273,          ,          ,1,0,1,1,3,0,1,1
2732,PATENTES Y PROPIEDAD INDUSTRIAL,273,          ,          ,1,0,1,1,3,0,1,1
2733,PROGRAMAS DE COMPUTADORA (SOFWARE),273,          ,          ,1,0,1,1,3,0,1,1
2735,FORMULAS- DISEÑOS Y PROTOTIPOS,273,          ,          ,1,0,1,1,3,0,1,1
274,ACTIVOS BIOLOGICOS,27,          ,          ,1,0,1,1,2,0,1,1
2741,ACTIVOS BIOLOGICOS EN PRODUCCION,274,          ,          ,1,0,1,1,3,0,1,1
2742,ACTIVOS BIOLOGICOS EN DESARROLLO,274,          ,          ,1,0,1,1,3,0,1,1
28,EXISTENCIAS POR RECIBIR,2,          ,          ,1,0,1,1,1,0,1,1
281,MERCADERIAS,28,          ,          ,1,0,1,1,2,0,1,1
2811,MERCADERIAS,281,          ,          ,1,0,1,1,3,0,1,1
95316001,PEAJES,95316,63160001,79110001,1,0,1,3,5,0,1,1
282,MERCADERIAS,28,          ,          ,1,0,1,1,2,0,1,1
286,SUMINISTROS DIVERSOS,28,          ,          ,1,0,1,1,2,0,1,1
29,DESVALORIZACION DE EXISTENCIAS,2,          ,          ,1,0,1,1,1,0,1,1
3,ACTIVO INMOVILIZADO,3,          ,          ,1,0,1,1,0,0,1,1
30,INVERSIONES MOBILIARIAS,3,          ,          ,1,0,1,1,1,0,1,1
301,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO,30,          ,          ,1,0,1,1,2,0,1,1
3011,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DEUDA,301,          ,          ,1,0,1,1,3,0,1,1
30111,VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO,3011,          ,          ,1,0,1,1,4,0,1,1
30112,VALORES EMITIDOS POR EL SISTEMA FINACIERO,3011,          ,          ,1,0,1,1,4,0,1,1
30113,VALORES EMITIDOS POR LA EMPRESA,3011,          ,          ,1,0,1,1,4,0,1,1
30114,OTROS TITULOS REPRESENTATIVOS DE DEUDA,3011,          ,          ,1,0,1,1,4,0,1,1
302,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL,30,          ,          ,1,0,1,1,2,0,1,1
3021,CERTIFICADOS DE SUSCRIPCION PREFERENTE,302,          ,          ,1,0,1,1,3,0,1,1
3022,ACCIONES REPRESENTATIVA DE CAPITAL SOCIAL,302,          ,          ,1,0,1,1,3,0,1,1
95315001,OTROS GASTOS DE VIAJE,95315,63150001,79110001,1,0,1,3,5,0,1,1
95314001,ALIMENTACION,95314,63140001,79110001,1,0,1,3,5,0,1,1
95313001,ALOJAMIENTO,95313,63130001,79110001,1,0,1,3,5,0,1,1
95312001,CORREOS,95312,63120001,79110001,1,0,1,3,5,0,1,1
3023,ACCIONES DE INVERSION,302,          ,          ,1,0,1,1,3,0,1,1
30231,SUBSIDIARIAS- ASOCIADAS Y SUCURSALES,3023,          ,          ,1,0,1,1,4,0,1,1
30232,OTRAS,3023,          ,          ,1,0,1,1,4,0,1,1
3024,CERTIFICADOS DE PARTICIPACION DE FONDOS,302,          ,          ,1,0,1,1,3,0,1,1
3025,ASOCIACIONES EN PARTICIPACION Y CONSORCIOS,302,          ,          ,1,0,1,1,3,0,1,1
3028,OTROS TITULOS REPRESENTATIVOS DE PATRIMONIO,302,          ,          ,1,0,1,1,3,0,1,1
309,DESVALORIZACION DE INVERSIONES MOBILIARIAS,30,          ,          ,1,0,1,1,2,0,1,1
3091,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO,309,          ,          ,1,0,1,1,3,0,1,1
3092,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL,309,          ,          ,1,0,1,1,3,0,1,1
31,INVERSIONES INMOBILIARIAS,3,          ,          ,1,0,1,1,1,0,1,1
311,TERRENOS,31,          ,          ,1,0,1,1,2,0,1,1
3111,URBANOS,311,          ,          ,1,0,1,1,3,0,1,1
31111,VALOR RAZONABLE,3111,          ,          ,1,0,1,1,4,0,1,1
31112,COSTO,3111,          ,          ,1,0,1,1,4,0,1,1
95293001,OTROS BENEFICIOS POST - EMPLEO,95293,62930001,79110001,1,0,1,3,5,0,1,1
95291001,COMPENSACION POR TIEMPO DE SERVICIO,95291,62910001,79110001,1,0,1,3,5,0,1,1
31113,REVALUACION,3111,          ,          ,1,0,1,1,4,0,1,1
3112,RURALES,311,          ,          ,1,0,1,1,3,0,1,1
31121,VALOR RAZONABLE,3112,          ,          ,1,0,1,1,4,0,1,1
31122,COSTO,3112,          ,          ,1,0,1,1,4,0,1,1
31123,REVALUACION,3112,          ,          ,1,0,1,1,4,0,1,1
312,EDIFICACIONES,31,          ,          ,1,0,1,1,2,0,1,1
3121,EDIFICACIONES,312,          ,          ,1,0,1,1,3,0,1,1
31211,VALOR RAZONABLE,3121,          ,          ,1,0,1,1,4,0,1,1
31212,COSTO,3121,          ,          ,1,0,1,1,4,0,1,1
95281001,REMUNERACIONES AL DIRECTORIO,95281,62810001,79110001,1,0,1,3,5,0,1,1
95277001,CENCICO,95277,62770001,79110001,1,0,1,3,5,0,1,1
31213,REVALUACION,3121,          ,          ,1,0,1,1,4,0,1,1
31214,COSTO DE FINANCIACION - INVERSIONES INMOBILIARIAS,3121,          ,          ,1,0,1,1,4,0,1,1
313,VALORES-AJUSTE P.CORRECION MONET.,31,          ,          ,1,0,1,1,2,0,1,1
32,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,3,          ,          ,1,0,1,1,1,0,1,1
321,INVERSIONES INMOBILIARIAS,32,          ,          ,1,0,1,1,2,0,1,1
3211,TERRENOS,321,          ,          ,1,0,1,1,3,0,1,1
95275001,SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES,95275,62750001,79110001,1,0,1,3,5,0,1,1
3212,EDIFICACIONES,321,          ,          ,1,0,1,1,3,0,1,1
95274001,SEGURO DE VIDA,95274,62740001,79110001,1,0,1,3,5,0,1,1
322,INMUEBLE MAQUINARIA Y EQUIPO,32,          ,          ,1,0,1,1,2,0,1,1
3221,TERRENOS,322,          ,          ,1,0,1,1,3,0,1,1
3222,EDIFICACIONES,322,          ,          ,1,0,1,1,3,0,1,1
3223,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,322,          ,          ,1,0,1,1,3,0,1,1
3224,EQUIPO DE TRANSPORTE,322,          ,          ,1,0,1,1,3,0,1,1
3225,MUEBLES Y ENSERES,322,          ,          ,1,0,1,1,3,0,1,1
3226,EQUIPOS DIVERSOS,322,          ,          ,1,0,1,1,3,0,1,1
3227,HERRAMIENTAS Y UNIDADES DE REEMPLAZO,322,          ,          ,1,0,1,1,3,0,1,1
33,INMUEBLES MAQUINARIA Y EQUIPO,3,          ,          ,1,0,1,1,1,0,1,1
330,INMUB.MAQ Y EQUP AJUST CORREC MONET,33,          ,          ,1,0,1,1,2,0,1,1
331,TERRENOS,33,          ,          ,1,0,1,1,2,0,1,1
3311,TERRENOS,331,          ,          ,1,0,1,1,3,0,1,1
33111,COSTO,3311,          ,          ,1,0,1,1,4,0,1,1
95273001,SEGURO COMPLEMENTARIO DE TRABAJO Y ENFERMEDADES PROFESIONALES,95273,62730001,79110001,1,0,1,3,5,0,1,1
95272001,REGIMEN DE PENSIONES ( ONP- AFP) EMPLEADOS,95272,62720001,79110001,1,0,1,3,5,0,1,1
33112,REVALUACION,3311,          ,          ,1,0,1,1,4,0,1,1
95271001,REGIMEN DE PRESTACIONES DE SALUD (ESSALUD) EMPLEADOS,95271,62710001,79110001,1,0,1,3,5,0,1,1
332,EDIFICACIONES,33,          ,          ,1,0,1,1,2,0,1,1
3321,EDIFICACIONES ADMINISTRATIVAS,332,          ,          ,1,0,1,1,3,0,1,1
33211,COSTO DE ADQUISICION O PRODUCCION,3321,          ,          ,1,0,1,1,4,0,1,1
95251001,ATENCION AL PERSONAL,95251,62510001,79110001,1,0,1,3,5,0,1,1
95241001,CAPACITACION,95241,62410001,79110001,1,0,1,3,5,0,1,1
3324,INSTALACIONES,332,          ,          ,1,0,1,1,3,0,1,1
33241,COSTO DE ADQUISICION O PRODUCCION,3324,          ,          ,1,0,1,1,4,0,1,1
95219001,BONIFICACIONES,95219,62190001,79110001,1,0,1,3,5,0,1,1
33242,REVALUACION,3324,          ,          ,1,0,1,1,4,0,1,1
95218001,REFRIGERIO,95218,62180001,79110001,1,0,1,3,5,0,1,1
333,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,33,          ,          ,1,0,1,1,2,0,1,1
3331,MAQUINARIAS Y EQUIPOS DE EXPLOTACION,333,          ,          ,1,0,1,1,3,0,1,1
33311,COSTO DE ADQUISICION O PRODUCCION,3331,          ,          ,1,0,1,1,4,0,1,1
95217001,MOVILIDAD,95217,62170001,79110001,1,0,1,3,5,0,1,1
33312,REVALUACION,3331,          ,          ,1,0,1,1,4,0,1,1
95216001,ASIGNACION FAMILIAR,95216,62160001,79110001,1,0,1,3,5,0,1,1
33313,COSTO DE FINANCIACION - MAQUINARIA Y EQUIPOS DE EXPLOTACION,3331,          ,          ,1,0,1,1,4,0,1,1
334,EQUIPOS DE TRANSPORTE,33,          ,          ,1,0,1,1,2,0,1,1
3341,VEHICULOS MOTORIZADOS,334,          ,          ,1,0,1,1,3,0,1,1
33411,COSTO,3341,          ,          ,1,0,1,1,4,0,1,1
95216001,ASIGNACION FAMILIAR,95216,62160001,79110001,1,0,1,3,5,0,1,1
33412,REVALUACION,3341,          ,          ,1,0,1,1,4,0,1,1
95215001,VACACIONES EMPLEADOS,95215,62150001,79110001,1,0,1,3,5,0,1,1
3342,VEHICULOS NO MOTORIZADOS,334,          ,          ,1,0,1,1,3,0,1,1
33421,COSTO,3342,          ,          ,1,0,1,1,4,0,1,1
33422,REVALUACION,3342,          ,          ,1,0,1,1,4,0,1,1
335,MUEBLES Y ENSERES,33,          ,          ,1,0,1,1,2,0,1,1
3351,MUEBLES,335,          ,          ,1,0,1,1,3,0,1,1
33511,COSTO,3351,          ,          ,1,0,1,1,4,0,1,1
95214001,GRATIFICACIONES,95214,62140001,79110001,1,0,1,3,5,0,1,1
33512,REVALUACION,3351,          ,          ,1,0,1,1,4,0,1,1
95213001,REMUNERACIONES EN ESPECIE,95213,62130001,79110001,1,0,1,3,5,0,1,1
3352,ENSERES,335,          ,          ,1,0,1,1,3,0,1,1
33521,COSTO,3352,          ,          ,1,0,1,1,4,0,1,1
95212001,COMISIONES,95212,62120001,79110001,1,0,1,3,5,0,1,1
33522,REVALUACION,3352,          ,          ,1,0,1,1,4,0,1,1
94593001,OTROS GASTOS,94593,65930001,79110001,1,0,1,3,5,0,1,1
336,EQUIPOS DIVERSOS,33,          ,          ,1,0,1,1,2,0,1,1
3361,EQUIPO PARA PROCESAMIENTO DE INFORMACION (DE COMPUTO),336,          ,          ,1,0,1,1,3,0,1,1
33611,COSTO,3361,          ,          ,1,0,1,1,4,0,1,1
94592001,SANCIONES ADMINISTRATIVAS,94592,65920001,79110001,1,0,1,3,5,0,1,1
33612,REVALUACION,3361,          ,          ,1,0,1,1,4,0,1,1
94591001,DONACIONES,94591,65910001,79110001,1,0,1,3,5,0,1,1
3362,EQUIPOS DE COMUNICACIÓN,336,          ,          ,1,0,1,1,3,0,1,1
33621,COSTO,3362,          ,          ,1,0,1,1,4,0,1,1
33622,REVALUACION,3362,          ,          ,1,0,1,1,4,0,1,1
3363,EQUIPOS DE SEGURIDAD,336,          ,          ,1,0,1,1,3,0,1,1
33631,COSTO,3363,          ,          ,1,0,1,1,4,0,1,1
33632,REVALUACION,3363,          ,          ,1,0,1,1,4,0,1,1
3369,OTROS EQUIPOS,336,          ,          ,1,0,1,1,3,0,1,1
33691,COSTO,3369,          ,          ,1,0,1,1,4,0,1,1
94561001,SUMINISTROS,94561,65610001,79110001,1,0,1,3,5,0,1,1
33692,REVALUACION,3369,          ,          ,1,0,1,1,4,0,1,1
338,UNIDADES POR RECIBIR,33,          ,          ,1,0,1,1,2,0,1,1
339,CONSTRUCCIONES Y OBRAS EN CURSO,33,          ,          ,1,0,1,1,2,0,1,1
34,INTANGIBLES,3,          ,          ,1,0,1,1,1,0,1,1
341,EQUIPO DE INFORMATICA,34,          ,          ,1,0,1,1,2,0,1,1
342,PATENTES Y PROPIEDAD INDUSTRIAL,34,          ,          ,1,0,1,1,2,0,1,1
3421,PATENTES,342,          ,          ,1,0,1,1,3,0,1,1
34211,COSTO,3421,          ,          ,1,0,1,1,4,0,1,1
94561011,FOTOCOPIAS,94561,65610001,79110001,1,0,1,3,5,0,1,1
34212,REVALUACION,3421,          ,          ,1,0,1,1,4,0,1,1
3422,MARCAS,342,          ,          ,1,0,1,1,3,0,1,1
34221,COSTO,3422,          ,          ,1,0,1,1,4,0,1,1
94561012,DIARIOS Y REVISTAS,94561,65610001,79110001,1,0,1,3,5,0,1,1
34222,REVALUACION,3422,          ,          ,1,0,1,1,4,0,1,1
343,PROGRAMAS DE COMPUTADORA (SOFWARE),34,          ,          ,1,0,1,1,2,0,1,1
3431,APLICACIONES INFORMATICAS,343,          ,          ,1,0,1,1,3,0,1,1
34311,COSTO,3431,          ,          ,1,0,1,1,4,0,1,1
94561013,UTILES E INSUMOS DE ESCRITORIO,94561,65610001,79110001,1,0,1,3,5,0,1,1
34312,REVALUACION,3431,          ,          ,1,0,1,1,4,0,1,1
345,GASTOS DE ESTUDIOS Y PROYECTOS,34,          ,          ,1,0,1,1,2,0,1,1
346,GASTOS D PROMOC.Y PREOPERATIVOS,34,          ,          ,1,0,1,1,2,0,1,1
348,INVERSIONES INTANGIBLES A.C.M.,34,          ,          ,1,0,1,1,2,0,1,1
349,OTROS ACTIVOS INTANGIBLES,34,          ,          ,1,0,1,1,2,0,1,1
35,ACTIVOS BIOLOGICOS,3,          ,          ,1,0,1,1,1,0,1,1
351,DE ORIGEN VEGETAL,35,          ,          ,1,0,1,1,2,0,1,1
3512,DE ORIGEN VEGETAL,351,          ,          ,1,0,1,1,3,0,1,1
94561014,TALONARIOS DE FACTURAS- BOLETAS Y OTROS,94561,65610001,79110001,1,0,1,3,5,0,1,1
94561015,UTILES DE LIMPIEZA,94561,65610001,79110001,1,0,1,3,5,0,1,1
94561016,UNIFORMES- BOTAS Y OTROS,94561,65610001,79110001,1,0,1,3,5,0,1,1
37,ACTIVO DIFERIDO,3,          ,          ,1,0,1,1,1,0,1,1
371,IMPUESTO A LA RENTA DIFERIDO,37,          ,          ,1,0,1,1,2,0,1,1
94561017,COMBUSTIBLES Y LUBRICANTES,94561,65610001,79110001,1,0,1,3,5,0,1,1
372,PARTICIPACIONES DE LOS TARBAJADORES DIFERIDAS,37,          ,          ,1,0,1,1,2,0,1,1
94561018,ARTICULOS DE FERRETERIA,94561,65610001,79110001,1,0,1,3,5,0,1,1
373,INTERESES DIFERIDOS,37,          ,          ,1,0,1,1,2,0,1,1
3731,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS,373,          ,          ,1,0,1,1,3,0,1,1
3732,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO,373,          ,          ,1,0,1,1,3,0,1,1
38,OTROS ACTIVOS,3,          ,          ,1,0,1,1,1,0,1,1
381,BIENES DE ARTE Y CULTURA,38,          ,          ,1,0,1,1,2,0,1,1
3811,OBRAS DE ARTE,381,          ,          ,1,0,1,1,3,0,1,1
3812,BIBLIOTECA,381,          ,          ,1,0,1,1,3,0,1,1
3813,OTROS,381,          ,          ,1,0,1,1,3,0,1,1
382,DIVERSOS,38,          ,          ,1,0,1,1,2,0,1,1
383,TRIBUTOS PAGADOS POR ADELANTADO,38,          ,          ,1,0,1,1,2,0,1,1
384,ENTREGAS A RENDIR CUENTA,38,          ,          ,1,0,1,1,2,0,1,1
385,IMP.EXTR.ACTIVOS NETOS,38,          ,          ,1,0,1,1,2,0,1,1
388,AJUSTE CORRECC MONET,38,          ,          ,1,0,1,1,2,0,1,1
389,FRACCIONAM. DL 873,38,          ,          ,1,0,1,1,2,0,1,1
39,DEPRECIACION- AMORTIZACION Y AGOTAMIENTO ACUMULADOS,3,          ,          ,1,0,1,1,1,0,1,1
391,DEPRECIACION ACUMULADA,39,          ,          ,1,0,1,1,2,0,1,1
3911,INVERSIONES INMOBILIARIAS,391,          ,          ,1,0,1,1,3,0,1,1
39111,EDIFICACIONES - COSTO DE ADQUISICION O CONSTRUCCION,3911,          ,          ,1,0,1,1,4,0,1,1
94561019,ARTICULOS DE SEGURIDAD,94561,65610001,79110001,1,0,1,3,5,0,1,1
39112,EDIFICACIONES - COSTO DE FINANCIACION,3911,          ,          ,1,0,1,1,4,0,1,1
3912,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO,391,          ,          ,1,0,1,1,3,0,1,1
39121,INVERSIONES INMOBILIARIAS - EDIFICACIONES,3912,          ,          ,1,0,1,1,4,0,1,1
94561020,EXTINTORES,94561,65610001,79110001,1,0,1,3,5,0,1,1
